bn:00015267n	dog
bn:01287710n	Nuclear_reactor_safety_system
bn:00254921n	Stoddard_engine
bn:01123725n	Stirling_engine
bn:03999461n	Ericsson_hot_air_engines
bn:00005004n	apparatus
bn:03490162n	air_source_heat_pump
bn:03573052n	Geothermal_heat_pump
bn:03661552n	Chiller
bn:16369776n	air_conditioner
bn:03472359n	Absorption_heat_pump
bn:00001659n	aerator
bn:00013336n	incubator
bn:00014018n	burner
bn:00016392n	cascade_liquefier
bn:16675574n	nuclear_facility
bn:16974126n	system
bn:00006932n	atomic_pile
bn:00012990n	breeder_reactor
bn:00033751n	fast_reactor
bn:00036934n	thermonuclear_reactor
bn:00037386n	gas-cooled_reactor
bn:00022631n	core
bn:00055462n	moderator
bn:00051618n	live_steam
bn:01537672n	Marine_steam_engine
bn:02215835n	beam_engine
bn:02487967n	Model_steam_engine
bn:03139486n	Corliss_steam_engine
bn:00011828n	boiler
bn:00024002n	crosshead
bn:00074102n	steam_chest
bn:00001077n	act
bn:00005677n	arithmetic_mean
bn:00028777n	drive
bn:00030014n	expulsion
bn:00043460n	lift
bn:00000301n	residency
bn:00001004n	acquiring
bn:00001127n	action
bn:00001172n	activity
bn:00006502n	judgment
bn:03513582n	Electrically_powered_spacecraft_propulsion
bn:03093062n	Hall-effect_thruster
bn:03130026n	Pulsed_inductive_thruster
bn:03130052n	Variable_Specific_Impulse_Magnetoplasma_Rocket
bn:03240086n	Plasma_propulsion_engine
bn:03093106n	magnetoplasmadynamic_thruster
bn:00066345n	reaction
bn:01782712n	Shogi_variant
bn:14447331n	pulsejet
bn:00011700n	bob
bn:00013923n	buoy
bn:00063522n	pontoon
bn:00403419n	Pool_noodle
bn:00037104n	galley
bn:00047517n	ironclad
bn:03353647n	Breastwork_monitor
bn:03824234n	River_monitor
bn:04172969n	Körös-class_river_monitor
bn:13897234n	Khasan-class_monitor
bn:13942037n	Kalamazoo-class_monitor
bn:00011685n	boat_whistle
bn:26692077n	cockpit_locker
bn:00028578n	trawler
bn:00578930n	coble
bn:01073880n	Dogger_(boat)
bn:01656157n	Traditional_fishing_boat
bn:00019618n	hook
bn:00041424n	grapnel
bn:00055834n	mooring_anchor
bn:00056436n	mushroom_anchor
bn:00070983n	sheet_anchor
bn:06764522n	Onttakeld_anker
bn:00035416n	fluke
bn:00070897n	shank
bn:00063873n	pothook
bn:00076565n	tenterhook
bn:00012365n	bottom
bn:00010383n	bilges
bn:00008796n	base
bn:00043530n	heel
bn:00072703n	sole
bn:00078978n	underbelly
bn:00048878n	keel
bn:01017995n	Winged_keel
bn:00017151n	centerboard
bn:01212494n	Bulb_keel
bn:03748152n	Twin_keel
bn:00036627n	front
bn:00011678n	yacht_club
bn:00032598n	facade
bn:00032606n	face
bn:00036660n	frontispiece
bn:00058118n	nose
bn:00058119n	nose
bn:00048881n	keelson
bn:00067688n	rib
bn:00067760n	rider_plate
bn:00006169n	satellite
bn:00015747n	space_capsule
bn:00049854n	lander
bn:00050621n	lunar_excursion_module
bn:00073053n	space_shuttle
bn:00073057n	starship
bn:00043443n	heat_shield
bn:00046594n	inertial_guidance_system
bn:00055497n	module
bn:00006664n	astronomy_satellite
bn:00021228n	communications_satellite
bn:00054606n	weather_satellite
bn:00073047n	space_station
bn:00073684n	sputnik
bn:00657200n	Air-cushioned_landing_craft
bn:01250126n	Surface_effect_ship
bn:01312576n	Aérotrain
bn:02902886n	Solgae-class_LCAC
bn:03785639n	Landing_Craft_Air_Cushion
bn:16131454n	Landing_operation
bn:01050333n	Marinefährprahm
bn:01091369n	Landing_Craft_Utility
bn:01976536n	Siebel_ferry
bn:03110378n	winter_sport
bn:00016291n	cart
bn:02946813n	Human-powered_land_vehicle
bn:16576082n	rickshaw_in_the_United_States
bn:24536148n	Pink_rickshaw
bn:00028071n	dogcart
bn:00028229n	pony_cart
bn:00029110n	dumpcart
bn:00044821n	horse_cart
bn:00048041n	jaunting_car
bn:00226957n	Pit_bike
bn:03650914n	Enduro_motorcycle
bn:04122936n	Motocross_motorcycle
bn:00964531n	Streetfighter
bn:02244825n	Sport_touring_motorcycle
bn:26119829n	Kawasaki_Ninja_ZX-25R
bn:00624572n	Yamaha_RD500LC
bn:00789904n	Yamaha_FZ750
bn:07744029n	model
bn:00836813n	Peugeot_Ludix
bn:00067975n	road
bn:02393698n	kick_scooter
bn:00818025n	Honda_Motocompo
bn:00895785n	Personalization
bn:01156804n	derivative_work
bn:03170994n	Do_it_yourself
bn:05440018n	customizing
bn:14481766n	Process_(science)
bn:01348247n	Custom_car
bn:02415973n	Suspension_lift
bn:08382668n	mod
bn:01451121n	Ford_Individual
bn:02162932n	Personalized_search
bn:02520914n	Filter_bubble
bn:00013998n	parody
bn:03373711n	Scooter_(band)
bn:03699973n	Cruiser_(motorcycle)
bn:03323005n	Mini_chopper
bn:02177357n	Component_parts_of_internal_combustion_engines
bn:00118054n	Brushed_DC_electric_motor
bn:00021464n	computer
bn:00021488n	computer_network
bn:00892738n	Interactive_media
bn:02622759n	Online_service_provider
bn:03333668n	digital_media
bn:00063659n	portal_site
bn:01312771n	social_networking_service
bn:00011339n	web_log
bn:00003783n	analog_computer
bn:00019764n	node
bn:00027084n	digital_computer
bn:00044501n	home_computer
bn:00044916n	server
bn:00985510n	chat
bn:14409935n	multi-user_chat
bn:00163406n	Travel_website
bn:00046965n	musical_instrument
bn:00062632n	piston_rod
bn:00034866n	fishing_gear
bn:00035509n	fly_rod
bn:00073406n	spinning_rod
bn:03621205n	Bamboo_fly_rod
bn:00066768n	reel
bn:00074337n	stock
bn:00008713n	barrier
bn:00008247n	bannister
bn:00008710n	roadblock
bn:00008711n	barricade
bn:00012945n	breakwater
bn:00013849n	bulwark
bn:00078131n	tree
bn:00051173n	woody_plant
bn:00061541n	perennial
bn:00000177n	aalii
bn:00000541n	acacia
bn:00001039n	shingle_tree
bn:00001330n	coralwood
bn:00001621n	black_mangrove
bn:00011853n	trunk
bn:00013993n	burl
bn:00024075n	crown
bn:00051218n	limb
bn:00074811n	stump
bn:00005295n	aralia
bn:00005350n	arborescent_plant
bn:00010350n	bignoniad
bn:00012729n	bramble
bn:00013705n	bugbane
bn:00077830n	vascular_plant
bn:00081787n	xylem
bn:00051176n	lignum
bn:00005219n	aquatic_plant
bn:00013754n	bulbous_plant
bn:00022677n	cormous_plant
bn:00023698n	creeper
bn:00014317n	rattlesnake_master
bn:00007079n	eggplant
bn:00014095n	shrub
bn:01927392n	Coluria
bn:00001842n	camwood
bn:00000544n	catechu
bn:00000546n	huisache
bn:00071153n	shittah
bn:00080683n	wattle
bn:00042200n	gum_arabic
bn:00073868n	stalk
bn:00066295n	raw_material
bn:27268214n	Plant_stem
bn:00081973n	Yule_log
bn:03767869n	Badnjak_(Serbian)
bn:14202108n	tree_ring
bn:01329305n	Tharp's_Log
bn:00008594n	bark
bn:00007531n	axis
bn:00009341n	beanstalk
bn:00012738n	branch
bn:00013744n	bulb
bn:00015241n	cane
bn:00030667n	plant_process
bn:00037332n	gardening
bn:00013992n	burl
bn:00001198n	aculeus
bn:00001200n	acumen
bn:00004969n	apophysis
bn:00011287n	blister
bn:00014877n	callus
bn:00077607n	top
bn:00015678n	capitulum
bn:00015406n	capital
bn:00024070n	crown
bn:00043255n	head
bn:00053744n	masthead
bn:00012399n	bough
bn:00074252n	stick
bn:00012756n	branchlet
bn:00025544n	deadwood
bn:01692521n	Water_sprout
bn:00056337n	municipality
bn:00074428n	stool
bn:08131529n	Wilsons_Stump
bn:00004378n	annulus
bn:00005640n	aril
bn:00014307n	button
bn:00014955n	calyptra
bn:00015402n	cap
bn:00007241n	grass_tree
bn:00011009n	blackberry
bn:00012730n	bramble_bush
bn:00003364n	American_bugbane
bn:00010879n	black_cohosh
bn:00019108n	fetid_bugbane
bn:00029030n	duct
bn:00079623n	vascular_system
bn:00079624n	vascular_tissue
bn:00077827n	tracheid
bn:00008947n	phloem
bn:00014976n	cambium
bn:00034238n	vascular_bundle
bn:00054173n	vascular_ray
bn:00071500n	sieve_tube
bn:00062814n	plant_tissue
bn:00022899n	cortex
bn:00034237n	fibrous_tissue
bn:00035183n	pulp
bn:00037088n	gall
bn:00047227n	interstitial_tissue
bn:00715526n	Plant_life-form
bn:00003405n	American_frogbit
bn:00005899n	arrow_arum
bn:00007511n	awlwort
bn:00011800n	water_shamrock
bn:00011801n	marsh_plant
bn:00060131n	pad
bn:00024354n	cultivated_plant
bn:00003228n	amaryllis
bn:00007407n	autumn_crocus
bn:00011378n	blood_lily
bn:00018007n	fritillary
bn:00047458n	iridaceous_plant
bn:00073972n	star_grass
bn:02770670n	Thalictrum_aquilegiifolium
bn:00043776n	herb
bn:03928978n	cultivated_edible_plant
bn:03613038n	Thai_eggplant
bn:00056129n	moussaka
bn:00007080n	eggplant
bn:00000279n	okra
bn:00000538n	Abyssinian_banana
bn:00000606n	acanthus
bn:00000872n	achillea
bn:00000928n	basil_thyme
bn:15210239n	posyolok
bn:00000276n	abelia
bn:00000578n	three-seeded_mercury
bn:00000949n	winter_sweet
bn:00000950n	bushman's_poison
bn:00001245n	crape_jasmine
bn:00012322n	botany
bn:00010875n	black_catechu
bn:02361898n	Arbre_du_Ténéré
bn:00081492n	wood
bn:00071154n	shittimwood
bn:00000542n	black_wattle
bn:00000543n	gidgee
bn:00000545n	silver_wattle
bn:00000548n	golden_wattle
bn:00042196n	gum
bn:00006158n	food_additive
bn:03807930n	excipient
bn:17131979n	painting_material
bn:00070473n	Senegal_gum
bn:00001905n	agar
bn:00002691n	algin
bn:00003551n	ammoniac
bn:00008073n	balata
bn:00009918n	gum_butea
bn:00062811n	plant_organ
bn:00047176n	internode
bn:00050402n	node
bn:00066504n	receptacle
bn:00005407n	archegonium
bn:00014960n	hypanthium
bn:00015676n	capitulum
bn:00018573n	perianth
bn:00024414n	cup
bn:00053801n	material
bn:16572586n	raw_material
bn:00029676n	economics
bn:00053812n	materialism
bn:00033958n	feedstock
bn:14894574n	stone
bn:00021534n	dressed_ore
bn:00065181n	pulp
bn:00000383n	abrasive
bn:00001366n	adhesive_material
bn:00002009n	aggregate
bn:00003562n	ammunition
bn:00004237n	animal_material
bn:03925372n	vegetative_organ
bn:00016837n	caudex
bn:00019395n	cladode
bn:00061240n	pedicel
bn:00061251n	peduncle
bn:00007804n	backlog
bn:25276141n	Christmas_traditions
bn:00754217n	Christmas_music
bn:00014418n	cabana
bn:00051834n	log_cabin
bn:00023348n	covering
bn:00019980n	fabric
bn:00068246n	root
bn:00004169n	angostura_bark
bn:00015249n	canella
bn:00016398n	cascara
bn:00016400n	cascarilla_bark
bn:00016505n	cassia_bark
bn:00011120n	blanket
bn:00011759n	body_covering
bn:00016415n	sheath
bn:00065817n	rachis
bn:00073069n	spadix
bn:00074162n	stele
bn:27269268n	storage_organ
bn:00013751n	bulbil
bn:00059006n	onion
bn:00070875n	shallot
bn:00073761n	squill
bn:00002891n	onion
bn:00052923n	malacca
bn:00066267n	rattan
bn:00075082n	sugarcane
bn:00002096n	farming
bn:00007481n	avocation
bn:00064608n	profession
bn:00035336n	flower_gardening
bn:00049892n	landscaping
bn:00053469n	market_gardening
bn:00004233n	animal_husbandry
bn:00005228n	hydroponics
bn:00005352n	arboriculture
bn:00025031n	dairying
bn:00055389n	mixed_farming
bn:00002538n	alder
bn:00006307n	ash
bn:00008222n	balsa
bn:00008253n	bamboo
bn:00008944n	basswood
bn:00064326n	spine
bn:00027161n	diminutive
bn:00033203n	Orchidaceae
bn:00060767n	region
bn:00000856n	Achaea
bn:00005086n	Appleton_layer
bn:00024826n	Cynoscephalae
bn:00024938n	D-layer
bn:00028284n	Doris
bn:03174821n	Indo-Corinthian_capital
bn:06567806n	leave_capital
bn:06585728n	Roman_capital
bn:06585732n	iconic_capital
bn:06585747n	volute_capital
bn:00030657n	enamel
bn:00035681n	foot
bn:00013111n	brier
bn:00080431n	wand
bn:00081445n	withe
bn:00001430n	administrative_district
bn:00063594n	urban_area
bn:00056335n	municipal_government
bn:00070724n	village
bn:00019319n	city
bn:00077773n	town
bn:00195826n	Municipalities_of_Bulgaria
bn:00377683n	Sundown_town
bn:00385374n	gmina
bn:00080473n	ward
bn:00049023n	Khabarovsk
bn:00052193n	Lower_Egypt
bn:00079260n	Upper_Egypt
bn:00012256n	borough
bn:00015370n	canton
bn:00017528n	chalaza
bn:00036686n	fruit
bn:01216328n	Venter
bn:00010066n	berry
bn:04113678n	compound_drupe
bn:00026762n	dewberry
bn:00068480n	sand_blackberry
bn:00068481n	true_blackberry
bn:00068488n	western_blackberry
bn:00141676n	olallieberry
bn:00014112n	lawyerbush
bn:00066209n	raspberry
bn:00068485n	stone_bramble
bn:00050160n	laticifer
bn:00075762n	system
bn:00015991n	circulatory_system
bn:00052442n	lymphatic_system
bn:00063661n	portal_system
bn:00080638n	water_vascular_system
bn:00079618n	vessel
bn:00005006n	urogenital_system
bn:00006154n	articulatory_system
bn:00017184n	central_nervous_system
bn:00027071n	digestive_system
bn:00030766n	endocrine_system
bn:15750942n	plant_tissue
bn:00057343n	vein
bn:10464303n	axial_parenchyma
bn:00001506n	adrenal_cortex
bn:00067101n	renal_cortex
bn:21104199n	Ovarian_cortex
bn:00032143n	motor_area
bn:00054171n	medulla
bn:00077812n	trabecula
bn:00001570n	tunic
bn:00026865n	diapedesis
bn:00367596n	perichondrium
bn:00060642n	parenchyma
bn:27269942n	plant_pathology
bn:00058400n	oak_apple
bn:00668441n	Manjakani
bn:00040658n	neuroglia
bn:01624351n	Form_of_life_(philosophy)
bn:03542201n	Ephemeral_plant
bn:04141340n	Hygrophytes
bn:20421773n	Heliophyte
bn:04853274n	Psammophile
bn:05747633n	lichenicolous_organism
bn:06253516n	saxicolous_organism
bn:14182550n	aquatic_organism
bn:17204772n	Xerophile
bn:00014922n	water_chestnut
bn:00041656n	green_arrow_arum
bn:00000967n	sweet_flag
bn:00002756n	water_plantain
bn:00003363n	brooklime
bn:00005900n	arrow_grass
bn:00013346n	brooklime
bn:00035596n	leaf
bn:00051211n	lily_pad
bn:00003662n	amplexicaul_leaf
bn:00011078n	blade
bn:00016674n	cataphyll
bn:00021421n	compound_leaf
bn:00023728n	crenate_leaf
bn:00080809n	weed
bn:00003229n	belladonna_lily
bn:00007587n	Jacobean_lily
bn:00044215n	hippeastrum
bn:00051189n	liliaceous_plant
bn:00015463n	Cape_tulip
bn:00001476n	adobe_lily
bn:00010901n	mission_bells
bn:00013402n	brown_bells
bn:00018006n	snake's_head_fritillary
bn:00024084n	crown_imperial
bn:00009685n	blackberry-lily
bn:00011486n	blue-eyed_grass
bn:00022700n	corn_lily
bn:00023903n	crocus
bn:00034962n	iris
bn:00003474n	American_star_grass
bn:00079663n	vegetable
bn:00047481n	potato
bn:00072669n	solanaceous_vegetable
bn:00045295n	tomatillo
bn:00061464n	pepper
bn:00077537n	tomato
bn:00058732n	oil
bn:00042211n	gumbo
bn:00058791n	okra
bn:00001814n	grains_of_paradise
bn:00000607n	bear's_breech
bn:00000873n	yarrow
bn:00000874n	sneezeweed_yarrow
bn:00077135n	thyme
bn:06836448n	Rural_settlement
bn:00079106n	unit_of_measurement
bn:03120740n	Cottage_country
bn:00000954n	Aconitum
bn:00008824n	basement
bn:00009288n	beacon
bn:00001334n	impala_lily
bn:00052877n	major
bn:00002695n	phycology
bn:00056575n	mycology
bn:00060228n	paleobotany
bn:00063496n	pomology
bn:00065050n	pteridology
bn:00006642n	exobiology
bn:00010532n	biogeography
bn:00010564n	ecology
bn:00024164n	cryobiology
bn:00024909n	cytology
bn:00032469n	infusion
bn:00076066n	tannin
bn:00009561n	beef_tea
bn:00060362n	pancreatin
bn:03752653n	Krill_oil
bn:05491564n	tornasol
bn:14390319n	thrombosthenin
bn:00629821n	Veteran_tree
bn:00062809n	plant_material
bn:00067117n	renewable_resource
bn:12559151n	Material
bn:15875862n	natural_building_material
bn:00051174n	lignin
bn:00017474n	chaff
bn:00022661n	cork
bn:00024642n	cutin
bn:00062813n	plant_product
bn:00079668n	vegetable_tallow
bn:02689212n	Floral_emblem
bn:00032504n	exudate
bn:00050147n	latex
bn:00042219n	gummosis
bn:05182136n	pseudomembrane
bn:12688791n	pus
bn:15249212n	additive
bn:18377833n	food_ingredient
bn:00018101n	compound
bn:00004217n	anil
bn:00004707n	antioxidant
bn:00006295n	vitamin_C
bn:00009600n	beeswax
bn:00001416n	adjuvant
bn:26691149n	leaven_agent
bn:00034454n	filler
bn:00076906n	thickening
bn:00018096n	chemical
bn:00045184n	humectant
bn:00000843n	acetone
bn:00001148n	activated_carbon
bn:00003714n	starch
bn:00009984n	benzoic_acid
bn:00002408n	Alar
bn:00007860n	bactericide
bn:00015876n	carbon_tetrahalide
bn:00016253n	carrier
bn:00002272n	airbrush
bn:00004231n	animal_glue
bn:00010484n	binder
bn:00023618n	crayon
bn:00029458n	easel
bn:00063445n	polysaccharide
bn:07802164n	budo
bn:00016236n	carrageenin
bn:00070282n	segment
bn:00054570n	metamere
bn:00069269n	sarcomere
bn:00070198n	section
bn:00042348n	gynobase
bn:00037208n	gametangium
bn:00032829n	falls
bn:00014959n	calyx
bn:00022783n	corolla
bn:00000962n	cupule
bn:00074985n	substance
bn:00001154n	activator
bn:00006814n	atom
bn:00011775n	body_substance
bn:00018132n	chemistry
bn:17476822n	Metaclass_(Semantic_Web)
bn:04696951n	Calcin
bn:05368427n	secondary_raw_material
bn:13322616n	natural_resource
bn:16402693n	Strategic_material
bn:00001537n	adulterant
bn:00003165n	alum
bn:00006408n	asphalt
bn:00072545n	social_science
bn:07359826n	political_studies
bn:14265130n	specialty
bn:00029659n	econometrics
bn:00034525n	finance
bn:00052612n	macroeconomics
bn:00054747n	microeconomics
bn:00075324n	supply-side_economics
bn:00029679n	economic_theory
bn:02631123n	rent-seeking
bn:00004584n	anthropology
bn:00019351n	civics
bn:00028160n	home_economics
bn:00041192n	politics
bn:00064933n	proxemics
bn:00061981n	philosophical_doctrine
bn:00053867n	matter
bn:00026829n	dialectical_materialism
bn:00203393n	French_materialism
bn:15182123n	scientific_materialism
bn:02860675n	Eliminative_materialism
bn:03373445n	Economic_materialism
bn:00001716n	aesthetic
bn:00005673n	Aristotelianism
bn:00021554n	conceptualism
bn:00021786n	Confucianism
bn:00025202n	Taoism
bn:00065185n	pulpwood
bn:00068046n	rock
bn:01363597n	non-renewable_resource
bn:00040170n	geology
bn:00024145n	gravel
bn:00054193n	megalith
bn:00389115n	Resurrection_stone
bn:00607263n	Weather_rock
bn:00618783n	Tool_stone
bn:00059451n	ore
bn:16382727n	Intermediate_good
bn:05150361n	möller
bn:00047513n	iron_ore
bn:00050362n	lead_ore
bn:00061107n	pay_dirt
bn:00079296n	uranium_ore
bn:00017613n	mother_lode
bn:00017057n	cellulose
bn:00007934n	bagasse
bn:00081507n	wood_pulp
bn:08733175n	refiner_mechanical_pulp
bn:00015891n	carboxymethyl_cellulose
bn:00025546n	diethylaminoethyl_cellulose
bn:00061222n	pectin
bn:00009497n	bedding_material
bn:01580884n	Microbial_cellulose
bn:00015888n	carborundum
bn:00030537n	emery_cloth
bn:00030538n	emery_paper
bn:00074140n	steel_wool
bn:00006815n	atom
bn:14833251n	process_material
bn:00010653n	birdlime
bn:00017082n	cement
bn:00050973n	paste
bn:00068460n	rubber_cement
bn:00031268n	epoxy
bn:00013731n	building_material
bn:03556721n	Granular_material
bn:03572936n	Construction_aggregate
bn:00004228n	animal_fat
bn:00004239n	animal_oil
bn:00004242n	animal_product
bn:00012000n	bone
bn:00026291n	dentine
bn:00055923n	morphology
bn:00066310n	ray
bn:00035390n	scape
bn:00064978n	pseudobulb
bn:00034717n	firewood
bn:00012761n	brand
bn:00022621n	cordwood
bn:00062481n	pine_knot
bn:12846313n	tradition
bn:00044416n	holiday
bn:11205039n	observance
bn:00954638n	Nativity_scene
bn:01152116n	Serbian_Christmas_traditions
bn:01744245n	snow_globe
bn:03628721n	Christmas_in_Poland
bn:00024323n	cuisine
bn:00054957n	military_ceremony
bn:00680869n	hanbok
bn:01526680n	Salish_weaving
bn:01531367n	Easter_traditions
bn:00037743n	music_genre
bn:00072794n	song
bn:00016155n	carol
bn:08635910n	110%_svensk_jul
bn:11700817n	Another_Christmas
bn:03205318n	Twisted_Christmas
bn:03729255n	Christmas_(Baby_Please_Come_Home)
bn:00002191n	tune
bn:00004716n	antiphony
bn:00007701n	Bach
bn:00008166n	ballet
bn:00009609n	Beethoven
bn:00020602n	tent
bn:00045064n	hovel
bn:08530127n	Stone_Cabin
bn:00292642n	Slabsides
bn:00799406n	Corbin_Cabin
bn:01290411n	Many_Glacier_Campground_Camptender's_Cabin
bn:00007808n	backpacking_tent
bn:00009763n	bell_tent
bn:00015384n	canvas_tent
bn:00023065n	cottage_tent
bn:00035510n	fly_tent
bn:00014438n	cabin
bn:00259582n	Log_house
bn:00128285n	Mayna_Treanor_Avent_Studio
bn:00853734n	Humes_Ranch_Cabin
bn:01142753n	Cunningham_Cabin
bn:01145237n	Upper_Granite_Canyon_Patrol_Cabin
bn:01258861n	Manges_Cabin
bn:01313277n	Manning_Cabin
bn:00006607n	asterism
bn:00011744n	body
bn:00011746n	body
bn:00000198n	aba
bn:00001073n	acrylic
bn:00001703n	Aertex
bn:00003022n	alpaca
bn:00007948n	sacking
bn:00029753n	edging
bn:00043647n	hem
bn:00034465n	woof
bn:00080500n	warp
bn:00001571n	adventitious_root
bn:00013041n	briarroot
bn:00014642n	calamus
bn:00016270n	carrot
bn:00016492n	cassava
bn:00068253n	root_cap
bn:00068256n	root_hair
bn:00019111n	cinchona
bn:00004315n	Vietnam
bn:00031143n	epicranium
bn:00032269n	exoskeleton
bn:00032509n	exuviae
bn:00033865n	feather
bn:00045591n	hypodermis
bn:00045294n	husk
bn:00052038n	lorica
bn:00054174n	medullary_sheath
bn:00057395n	neurolemma
bn:00076807n	theca
bn:00015677n	ear
bn:27268234n	pseudanthium
bn:00053997n	mealie
bn:00003337n	catkin
bn:01753271n	Energy_storage
bn:02757687n	Water_storage
bn:00028928n	dry_cell
bn:00030075n	rubber_band
bn:00036734n	fuel
bn:00064746n	propellant
bn:02788856n	Bulbus_fritillariae_cirrhosae
bn:27269287n	gladiolus
bn:00045311n	hyacinth
bn:00022675n	corm
bn:00002858n	alliaceous_plant
bn:13887922n	Crude_drug
bn:00002888n	shallot
bn:00002892n	tree_onion
bn:00002894n	Welsh_onion
bn:00002895n	red-skinned_onion
bn:00047675n	isothiocyanate
bn:00002887n	wild_leek
bn:00002889n	Canada_garlic
bn:00002890n	keeled_garlic
bn:00002896n	daffodil_garlic
bn:00002897n	few-flowered_leek
bn:00024358n	cultivation
bn:00023496n	trade
bn:00663802n	Primary_sector_of_the_economy
bn:00043091n	harvest
bn:00077249n	tilling
bn:00004901n	beekeeping
bn:00005205n	aquaculture
bn:00024372n	culture
bn:00047083n	pastime
bn:00027865n	diversion
bn:08267496n	human_activity
bn:00073274n	speleology
bn:26691425n	pigeon_keeping
bn:00010807n	camping
bn:00022866n	correspondent
bn:00056090n	mountain_climbing
bn:00066774n	reenactment
bn:00073984n	stargazing
bn:00418814n	Model_building
bn:00513380n	Sucrology
bn:21705963n	Religious_calling
bn:00005443n	architecture
bn:00029809n	education
bn:00030858n	technology
bn:00048460n	journalism
bn:00050435n	learned_profession
bn:00000752n	accountancy
bn:00005113n	appointment
bn:00010073n	position
bn:00010809n	game
bn:00014839n	career
bn:17418689n	Floriculture_in_Canada
bn:00776489n	Forest_gardening
bn:14705143n	gardener
bn:01049282n	Hardscape
bn:01755253n	Sustainable_landscaping
bn:00069670n	science
bn:15324319n	economic_activity
bn:24973810n	agricultural_production
bn:00216945n	aviculture
bn:00630096n	Free_range
bn:00837265n	zootechnics
bn:00947190n	cuniculture
bn:01650535n	pigeon_racing
bn:03245758n	engineering_process
bn:00074971n	subset
bn:00028764n	drip_culture
bn:16307065n	Crop_production
bn:00939575n	Pleaching
bn:03576488n	Fruit_picking
bn:00009537n	beech
bn:00040695n	glochidium
bn:00026442n	derivation
bn:00045585n	pet_name
bn:16926238n	Weibchen
bn:17359115n	Männchen
bn:00160867n	Bobby_(given_name)
bn:01247038n	Leo_(given_name)
bn:00051194n	monocot_family
bn:01942742n	Pteroceras
bn:16600205n	Holmesia_P.J._Cribb_(1977)
bn:00020390n	Coeloglossum
bn:00024767n	Cycnoches
bn:00031161n	Epidendrum
bn:00004172n	genus_Angrecum
bn:00004391n	Anoectochilus
bn:00004916n	Aplectrum
bn:00011230n	Bletilla
bn:00012805n	Brassia
bn:00000957n	Acoraceae
bn:00002758n	Alismataceae
bn:00005279n	Araceae
bn:00005528n	Palmae
bn:00005898n	Scheuchzeriaceae
bn:00051760n	location
bn:00008792n	base
bn:00010453n	bilocation
bn:00029426n	Earth
bn:00029466n	east
bn:00043806n	here
bn:00015427n	cape
bn:02396136n	regional_unit_of_Greece
bn:00029358n	Heaviside_layer
bn:00036471n	frequency
bn:03331398n	Stellar_atmosphere
bn:01003350n	Historical_region
bn:01794267n	Mathura_lion_capital
bn:00005442n	architecture
bn:00072724n	solid_body_substance
bn:15479529n	dental_hard_tissue
bn:00017084n	cementum
bn:00057853n	node
bn:00069448n	scab
bn:00012366n	bottom
bn:00008784n	base
bn:00068053n	rock_bottom
bn:00075037n	sucker
bn:00059641n	osier
bn:00023087n	cottonseed
bn:00027810n	district
bn:04641355n	human-geographic_territorial_entity
bn:00593556n	Legal_term
bn:00000574n	Acadia
bn:00001015n	Acre
bn:00003465n	American_Samoa
bn:00005289n	Aragon
bn:00006762n	Athos
bn:00040160n	geographical_area
bn:02283340n	region
bn:00068640n	Rustbelt
bn:00078757n	Twin_Cities
bn:00008721n	barrio
bn:00022313n	conurbation
bn:00054198n	megalopolis
bn:00021051n	park
bn:00023237n	country
bn:00001325n	Adelie_Land
bn:00003936n	Andalusia
bn:00004997n	Appalachia
bn:00005375n	Arcadia
bn:00006569n	Assyria
bn:00051750n	local_government
bn:00022811n	corporation
bn:02400836n	municipal_administration
bn:23849741n	executive_(government)
bn:00021025n	commission_plan
bn:00755235n	Incorporated_town
bn:00919726n	Grietenij
bn:16412541n	municipal_corporation_in_the_United_States
bn:00077779n	town_meeting
bn:00155642n	Local_education_authority
bn:00377190n	Local_government_in_Israel
bn:00598735n	City_commission_government
bn:00055974n	moshav
bn:00011309n	block
bn:00012257n	borough
bn:00015498n	capital
bn:00016808n	ranch
bn:00000886n	Achomawi
bn:00002353n	Akwa'ala
bn:00046257n	Inca
bn:00048873n	Quechua
bn:00081779n	Xhosa
bn:16822386n	city_with_millions_of_inhabitants
bn:00000002n	The_Hague
bn:00000174n	Aachen
bn:00000176n	Aalborg
bn:00000183n	Arhus
bn:00000204n	Abadan
bn:00017178n	city_center
bn:00019347n	civic_center
bn:00021608n	concrete_jungle
bn:00034532n	financial_center
bn:00046819n	inner_city
bn:00424425n	rural_municipality_of_Canada
bn:00000178n	Aalst
bn:00000282n	Aberdare
bn:00000283n	Aberdeen
bn:00000284n	Aberdeen
bn:00000285n	Aberdeen
bn:00019330n	city_limit
bn:14743753n	administrative_territorial_entity_of_Bulgaria
bn:00392256n	Rodopi_Municipality
bn:00802275n	Satovcha_Municipality
bn:00804473n	Dospat_Municipality
bn:01047443n	Parvomay_Municipality
bn:01130198n	Dobrichka_Municipality
bn:03349921n	Administrative_divisions_of_Poland
bn:16722007n	urban_municipality_of_Poland
bn:16722010n	urban-rural_municipality_of_Poland
bn:16722013n	rural_municipality_of_Poland
bn:00121062n	Trzemeszno
bn:00183522n	Warka
bn:00030119n	voting_precinct
bn:00026700n	development
bn:02477473n	ward_of_Japan
bn:16464582n	ward_or_electoral_division_of_the_United_Kingdom
bn:00018217n	Chesterton
bn:00124247n	Fazakerley
bn:00142244n	Mossley_Hill
