bn:00015267n	dog
bn:00977204n	Spoetzl_Brewery
bn:00031642n	establishment
bn:03766472n	Sparkling_wine_production
bn:00000570n	academy
bn:00014157n	place_of_business
bn:00046953n	institution
bn:00061569n	perfumery
bn:00062122n	phrontistery
bn:00063552n	poorhouse
bn:00074288n	still
bn:00002579n	alembic
bn:03039268n	Lomond_still
bn:16830265n	McCranie's_Turpentine_Still
bn:01982006n	San_Francisco_Mint
bn:00164490n	Soho_Mint
bn:00209275n	Istituto_Poligrafico_e_Zecca_dello_Stato
bn:02738559n	Za_(guilds)
bn:00055743n	monopoly
bn:03880134n	Geisel_School_of_Medicine
bn:14292322n	Catholic_higher_education
bn:00043087n	Harvard_University
bn:04723949n	fruit_press
bn:00524157n	Weston's_Cider
bn:02265897n	Allen's_Cider_Mill
bn:00065669n	quern
bn:00049259n	kitchenware
bn:00080613n	water_mill
bn:00081284n	windmill
bn:00560597n	Swany_White_Flour_Mills
bn:00628052n	Schech's_Mill
bn:00930761n	Union_Mill,_Cranbrook
bn:00978876n	South_Marsh_Mill,_Arundel
bn:00979678n	Perry-Carpenter_Grist_Mill
bn:00981585n	Alfriston_Windmill
bn:00055071n	millstone
bn:00049249n	kitchen_appliance
bn:26691723n	sausage_maker
bn:16895682n	spice_mill
bn:04913535n	Grains
bn:00037324n	garden_tool
bn:00042786n	hand_mower
bn:00056045n	power_mower
bn:01144392n	Rotary_mower
bn:01648721n	Zero-turn_mower
bn:02882909n	Robotic_lawn_mower
bn:00029751n	edger
bn:00073064n	spade
bn:08737387n	paperboard_machine
bn:00008614n	barn
bn:00014361n	cowbarn
bn:00077402n	tithe_barn
bn:00004899n	apiary
bn:03831439n	Round_barn
bn:03831458n	Ground_stable_barn
bn:00075054n	sudatorium
bn:01729251n	Sultan_Amir_Ahmad_Bathhouse
bn:02007492n	Ribersborgs_open-air_bath
bn:02334704n	Sentō
bn:03180265n	Baths_of_Caracalla
bn:00058802n	Old_Bailey
bn:00133374n	Old_Customs_House_(Knoxville,_Tennessee)
bn:00140019n	Somerset_County_Court_House_complex
bn:00180042n	Osgoode_Hall
bn:00209947n	Battleford_Court_House
bn:00235503n	Louisville_Metro_Hall
bn:00023302n	court
bn:02162100n	Yakhchal
bn:04616050n	Cava_Gran
bn:04956863n	Glacière_de_Pradelles-Cabardès
bn:06194841n	Seokbinggo
bn:09145670n	Meybod_Icehouse
bn:09148468n	Sabzevar_Yakhchals_1
bn:08585478n	agricultural_structure
bn:17236422n	appendage
bn:25855899n	Flachsdarre_von_Kirchhorst
bn:00058413n	oast
bn:00063901n	pottery
bn:00024541n	yard
bn:05361113n	field_brickworks
bn:04121240n	Cathrinesminde_Brickworks
bn:05254655n	Ziegelei_Hundisburg
bn:05444472n	Ziegelofen_Gänserndorf
bn:06522413n	Steenbakkerij_Frateur
bn:06559824n	Stonefactory,_Oostrum
bn:00861527n	commercial_building
bn:15385545n	shop
bn:00078538n	tuck_shop
bn:00061020n	patisserie
bn:08098937n	dagashiya
bn:24209160n	confiteria
bn:04131074n	Pastelaria_Versailles
bn:04927429n	Confeitaria_Nacional
bn:00204369n	Allinson
bn:00018512n	chip
bn:13861195n	Chocolaterie
bn:03723878n	Runts
bn:00009595n	beer_hall
bn:01416798n	Bürgerbräukeller
bn:02751054n	Löwenbräukeller
bn:03621530n	Delirium_Café
bn:05459938n	Bierhaus_Siechen
bn:14700695n	Sterneckerbräu
bn:17182938n	Zur_letzten_Instanz
bn:00040492n	public_house
bn:00234650n	Abita_Brewing_Company
bn:00411856n	Manhattan_Brewing_Company_of_New_York
bn:00534722n	Third_Street_Aleworks
bn:00909156n	Le_Cheval_Blanc
bn:01314350n	Gaming_Charterhouse
bn:00002569n	alehouse
bn:00036350n	free_house
bn:00647855n	tied_house
bn:02410072n	Gastropub
bn:03359724n	Cider_house
bn:13883768n	Micropub
bn:15534535n	national_cuisine
bn:00297430n	Regional_cuisine
bn:00475840n	Jewish_cuisine
bn:02127680n	Spanish_cuisine
bn:03371275n	Icelandic_cuisine
bn:00130490n	Georgian_cuisine
bn:00161224n	Uruguayan_cuisine
bn:01230441n	Dugges_Ale_och_Porterbryggeri
bn:01531977n	San_Francisco_Brewing_Company
bn:00029545n	restaurant
bn:00010725n	bistro
bn:00012804n	brasserie
bn:00014557n	cafe
bn:00014561n	cafeteria
bn:00015346n	canteen
bn:00081326n	winemaking
bn:15726038n	Charmat_method
bn:17384615n	Traditional_method
bn:00073994n	starter
bn:02247117n	Mutage
bn:02952077n	Yeast_in_winemaking
bn:03671497n	Carbonic_maceration
bn:00652459n	Governo
bn:00069636n	school_system
bn:00014169n	office
bn:00016475n	hotel-casino
bn:00037171n	gambling_house
bn:00043362n	health_spa
bn:00053694n	massage_parlor
bn:00054409n	mercantile_establishment
bn:00044492n	home
bn:00025241n	Middle_Ages
bn:01429115n	hospice
bn:00081598n	workhouse
bn:08386577n	Casas_de_socorro
bn:00674465n	New_York_City_Farm_Colony
bn:01762151n	Asilo_De_Pobres
bn:01872506n	Multnomah_County_Poor_Farm
bn:02395219n	Poughkeepsie_Almshouse_and_City_Infirmary
bn:00067460n	retort
bn:00002515n	alchemy
bn:03178324n	Pot_still
bn:01218267n	Chinese_alchemy
bn:00024507n	currency
bn:00957163n	Dōza
bn:07849440n	ōbanza
bn:27269416n	theory
bn:01618245n	Market_structure
bn:00022739n	corner
bn:00541019n	State_monopoly
bn:01392924n	Natural_monopoly
bn:03547905n	De_facto_monopoly
bn:24219165n	advocate_monopoly
bn:00010940n	black_market
bn:00014333n	buyer's_market
bn:00041524n	grey_market
bn:00049578n	labor_market
bn:00055747n	monopsony
bn:00058882n	oligopoly
bn:00054122n	medical_school
bn:00332820n	Medical_school_in_the_United_States
bn:00696001n	Pharmacy_school
bn:02577240n	Medical_college_in_India
bn:05437510n	German_surgical_schools_of_the_18th_and_19th_centuries
bn:09698374n	veterinary_medicine_school
bn:27268404n	Christian_school
bn:03835161n	Pontifical_university
bn:00135728n	Georgetown_University
bn:00158938n	Catholic_University_of_Uruguay
bn:00188738n	Tilburg_University
bn:00427036n	Sophia_University
bn:00487558n	Catholic_University_of_Daegu
bn:00081333n	winepress
bn:04903445n	Pressoir_des_ducs_de_Bourgogne
bn:15461127n	Pressoir_de_Goxwiller
bn:18075363n	Cabana_de_volta_de_Cal_Millet
bn:03326757n	Record_producer
bn:00003171n	aluminum_foil
bn:00011203n	blender
bn:00014258n	butter_dish
bn:00018738n	chopping_board
bn:00020312n	cocktail_shaker
bn:00020425n	coffee_filter
bn:00022424n	cooking_utensil
bn:00041461n	grater
bn:00053631n	masher
bn:00055104n	mincer
bn:01362619n	Ship_mill
bn:02085010n	Bone_crusher
bn:03853453n	Smeltmill
bn:14436453n	wind-water_mill
bn:00055026n	millwheel
bn:01770116n	Smock_mill
bn:01770170n	Tower_mill
bn:01771951n	Tjasker
bn:03275863n	Post_mill
bn:01097366n	Arvada_Flour_Mill
bn:16490207n	stellingmill
bn:04805236n	New_Mill_from_Meisenthal
bn:00011131n	Blarney_Stone
bn:00006320n	ashlar
bn:00015742n	capstone
bn:00022748n	cornerstone
bn:00022749n	cornerstone
bn:00036067n	foundation_stone
bn:00020430n	coffee_maker
bn:00027683n	disposal
bn:00035665n	food_processor
bn:00044942n	hot_plate
bn:00045728n	ice_maker
bn:00024499n	curling_iron
bn:00047494n	iron
bn:00060444n	trouser_press
bn:00070769n	sewing_machine
bn:00079454n	vacuum
bn:00054058n	press
bn:00009322n	bean
bn:14191807n	Human_nutrition
bn:00021059n	common_bean
bn:00040843n	goa_bean
bn:00073032n	soy
bn:26690439n	golden_gram
bn:00023118n	tonka_bean
bn:03100546n	Lupin_bean
bn:17648034n	Riding_mower
bn:00067774n	riding_mower
bn:03551434n	Brush_hog
bn:00281644n	Service_robot
bn:03254411n	Autonomous_robot
bn:00042788n	hand_shovel
bn:00027829n	ditch_spade
bn:00037321n	garden_spade
bn:00159027n	Garden_fork
bn:04787156n	Fraïe
bn:05450164n	Rutrum
bn:16645676n	MPL-50
bn:00020147n	coal_shovel
bn:00031056n	entrenching_tool
bn:00073673n	spud
bn:00033681n	farm_building
bn:06560740n	type_of_farm_house
bn:00043218n	hayloft
bn:00018274n	chicken_coop
bn:00044825n	stable
bn:03831487n	Bank_barn
bn:00625436n	West_Pennard_Court_Barn
bn:01278838n	Tithe_Barn
bn:01470626n	Bishop's_Barn,_Wells
bn:01539114n	Barn_at_South_entrance_to_churchyard,_Church_of_St_Mary
bn:01602482n	Tithe_Barn,_Manor_Farm,_Doulting
bn:01667258n	Abbey_Barn,_Yeovil
bn:03831519n	Prairie_barn
bn:00070964n	shed
bn:03480517n	Mating_yard
bn:03635061n	Bee_bole
bn:21698630n	Hofmann_Apiaries
bn:00009583n	beehive
bn:00011689n	boathouse
bn:00020140n	coal_house
bn:00077590n	toolshed
bn:00081525n	woodshed
bn:00057767n	Nissen_hut
bn:00188375n	University_of_Illinois_round_barns
bn:00377186n	Robert_Weber_Round_Barn
bn:00523693n	James_Bruce_Round_Barn
bn:00527127n	W._H._York_Round_Barn
bn:00559936n	Gerald_Harbach_Round_Barn
bn:00559939n	Dennis_Otte_Round_Barn
bn:00069362n	sauna
bn:00009011n	washup
bn:03180257n	Thermae
bn:02316531n	Oukup
bn:03628830n	Sweat_lodge
bn:00643271n	Finnish_sauna
bn:00078647n	Turkish_bath
bn:00483614n	Hamamni_Persian_Baths
bn:00486172n	Vakil_Bath
bn:00581183n	Hagia_Sophia_Hurrem_Sultan_Bathhouse
bn:01042351n	Hamam_Omerye_Baths
bn:01275215n	Cağaloğlu_Hamam
bn:01754219n	Nobar_bath
bn:00425371n	Ashiyu
bn:02244710n	Temazcal
bn:02393406n	Baths_and_wash_houses_in_Britain
bn:00950701n	Therma
bn:00241201n	Suburban_Baths_(Pompeii)
bn:00259790n	European_Archaeological_Park_of_Bliesbruck-Reinheim
bn:00271111n	Welwyn_Roman_Baths
bn:00353122n	Augusta_Raurica
bn:00596059n	Baths_of_Titus
bn:01141361n	Ancient_Bath_House_of_Nazareth
bn:00023818n	criminal_court
bn:00057681n	night_court
bn:00260125n	Old_City_Hall_(Toronto)
bn:00008476n	bar
bn:03595878n	Cryocooler
bn:01133467n	Névé
bn:03384500n	Comtat
bn:09150202n	Sabzevar_Yakhchals_2
bn:00867116n	Lavoir
bn:00049110n	kiln
bn:00013056n	brickkiln
bn:00028933n	dry_kiln
bn:00051236n	limekiln
bn:00056224n	muffle
bn:00208195n	Hoffmann_kiln
bn:00007846n	backyard
bn:00028268n	dooryard
bn:00036641n	front_yard
bn:00037302n	garden
bn:00062952n	playground
bn:00071453n	side_yard
bn:00015097n	campus
bn:00041287n	grainfield
bn:00050284n	lawn
bn:00060141n	paddy
bn:08543378n	Forn_de_la_Coma
bn:03301675n	Boom
bn:00067417n	retail
bn:00062176n	physicist
bn:00012452n	boutique
bn:00026033n	delicatessen
bn:06893045n	Pastelaria_Mexicana,_incluindo_o_seu_património_artístico_integrado
bn:04592619n	Churrería
bn:00503426n	Druckers_Vienna_Patisserie
bn:26575226n	Courtois_pastry_shop
bn:14069301n	mechanized_bakery
bn:17486636n	Bakehouse_(building)
bn:00147212n	Vachon_Inc.
bn:00183086n	Tunnock's
bn:00272268n	Balfours
bn:00605108n	Hovis
bn:15714235n	commercial_establishment
bn:08332708n	Casa_Mira
bn:00076281n	teashop
bn:00072369n	snack_food
bn:15255025n	snack
bn:00767377n	Lay's
bn:02119785n	Pringles
bn:15544383n	Jacob's_Oddities
bn:17735064n	All-dressed
bn:26747944n	Calbee_potato_chips
bn:01413894n	Kara_Mucho
bn:00022688n	corn_chip
bn:00063846n	potato_skin
bn:00126661n	D._L._Clark_Company
bn:00137423n	Rocky_Mountain_Chocolate_Factory
bn:00138820n	Hachez
bn:00166093n	Dagoba_Chocolate
bn:00208030n	Sanders_Confectionery
bn:00075277n	supermarket
bn:16941854n	butcher_shop
bn:00133622n	Paul_(bakery)
bn:00149575n	Tekel
bn:00157889n	Biletix
bn:00042664n	hall
bn:00021563n	concert_hall
bn:00032226n	exhibition_hall
bn:00035311n	floor
bn:00041578n	great_hall
bn:03879912n	Gasthaus
bn:00076095n	tavern
bn:00009593n	beer_garden
bn:00013594n	bucket_shop
bn:00066244n	rathskeller
bn:00070963n	shebeen
bn:00014420n	cabaret
bn:01445698n	Heuriger
bn:13460974n	monastery
bn:21616953n	Charterhouse_(monastery)
bn:27268893n	fine_dining_restaurant
bn:01226296n	Hitler_birthplace_memorial_stone
bn:02108116n	Sir_Charles_Napier_Inn
bn:02820871n	The_Hand_&_Flowers
bn:25743551n	Stanislaus_Brewskovitch
bn:01812540n	Father's_Office
bn:02410572n	Ford's_Filling_Station
bn:00993058n	Sagardotegi
bn:00066521n	rechauffe
bn:00541397n	Mediterranean_cuisine
bn:02494559n	Cuisine_of_the_Americas
bn:03758183n	Japanese_regional_cuisine
bn:04569679n	Chinese_regional_cuisine
bn:00050183n	potato_pancake
bn:00200755n	Italian_beef
bn:00272249n	Israeli_cuisine
bn:01590527n	Mizrahi_Jewish_cuisine
bn:02468948n	Ancient_Israelite_cuisine
bn:03837355n	Sephardic_Jewish_cuisine
bn:21540093n	American_Jewish_cuisine
bn:03148573n	A_(New_York_City_Subway_service)
bn:03573942n	Catalan_cuisine
bn:01411363n	Extremaduran_cuisine
bn:02521483n	Valencian_cuisine
bn:03050139n	Castilian-Leonese_cuisine
bn:03092128n	Andalusian_cuisine
bn:03093993n	Galician_cuisine
bn:03094002n	Aragonese_cuisine
bn:03506136n	Armenian_cuisine
bn:14365549n	Shkmeruli
bn:01156015n	Ma_Bourgogne
bn:02437503n	Casa_del_Popolo
bn:04990684n	Café_du_Croissant
bn:17646788n	Little_Pine_(restaurant)
bn:00015348n	canteen
bn:04873986n	Brasserie_Mollard
bn:04886413n	Au_roi_de_la_bière
bn:14421432n	The_King's_Head_and_Eight_Bells
bn:14507220n	Le_Café_français
bn:15199537n	La_Coupole_(Paris)
bn:16021013n	Brasserie_Lipp
bn:00014564n	caff
bn:00024703n	cybercafe
bn:00031616n	espresso_shop
bn:00031646n	estaminet
bn:00065163n	pull-in
bn:00007356n	automat
bn:01141057n	Phillips_Exeter_Academy_Library
bn:01640766n	Zion_Nature_Center-Zion_Inn
bn:03581909n	Gran_Caffé_Doney
bn:05273562n	Old_Cafeteria_in_Dresden
bn:00023496n	trade
bn:03433016n	Food_processing
bn:00002305n	airplane_mechanics
bn:00007320n	auto_mechanics
bn:00008903n	basketry
bn:00016203n	carpentry
bn:00020217n	shoemaking
bn:00028561n	drafting
bn:00024370n	culture
bn:02973611n	Pre-ferment
bn:02757983n	Jiuqu
bn:17693405n	nuruk
bn:00988262n	Adjuncts
bn:03509162n	SABMiller
bn:00414481n	Blood_culture
bn:02495643n	Sputum_culture
bn:03248010n	Serial_passage
bn:02000799n	Synchronous_culture
bn:00748152n	Scientific_technique
bn:00065448n	pyrotechnics
bn:01178093n	Human_error_assessment_and_reduction_technique
bn:08978570n	instruction
bn:00026980n	education
bn:01621778n	Marryatville_High_School
bn:03728017n	Fort_Street_High_School
bn:00069620n	school
bn:00012545n	box_office
bn:00017185n	headquarters
bn:00023233n	countinghouse
bn:00041201n	government_office
bn:00051071n	life_office
bn:00051699n	loan_office
bn:00073590n	spot
bn:00037172n	game_of_chance
bn:00023568n	craps
bn:00024050n	croupier
bn:00205604n	Sun_City_(South_Africa)
bn:01095024n	Casino_Estoril
bn:00042316n	gymnasium
bn:00033766n	fat_farm
bn:03496017n	The_Little_Gym
bn:08162702n	boxing_gym
bn:00378310n	Snap_Fitness
bn:00620117n	Equinox_Fitness
bn:00919707n	Talwalkars
bn:00017134n	plaza
bn:00023244n	country_store
bn:00026342n	department_store
bn:00027516n	discount_house
bn:00788129n	retirement_home
bn:03042918n	Residential_care
bn:00058336n	nursing_care
bn:01073952n	Stagenhoe
bn:01094173n	Hospice_Comtesse
bn:01180028n	Duncan_MacMillan_Nursing_Home
bn:01188349n	Wesley_Woods
bn:02056068n	New_Haven_Jewish_Home_for_the_Aged
bn:00618562n	Denville_Hall
bn:00647661n	Morden_College
bn:00001937n	historic_period
bn:16875572n	age
bn:17358346n	Medieval_medicine
bn:25547689n	Parthian_Dark_Age
bn:00009899n	benefice
bn:00034977n	flagellant
bn:00595149n	Medieval_technology
bn:01600316n	Late_Middle_Ages
bn:00001950n	Enlightenment
bn:00008669n	Baroque
bn:00026406n	Depression
bn:00030395n	Elizabethan_age
bn:00043004n	Harlem_Renaissance
bn:00046570n	Industrial_Revolution
bn:00060300n	palliation
bn:03558108n	Children's_hospice
bn:05787494n	hospital_for_long_term_illness
bn:16951161n	Xenodochium
bn:00171592n	St._Francis_Hospice,_Raheny
bn:00777964n	Kalighat_Home_for_the_Dying
bn:01219440n	Foundling_Hospital
bn:00224793n	End-of-life_care
bn:08661476n	Palliative_care_at_home
bn:17967143n	pediatric_palliative_care
bn:00025526n	morgue
bn:01699678n	House_of_Industry_(Dublin)
bn:03783563n	Female_factory
bn:00850779n	Battle_Hospital
bn:15106816n	Birmingham_Union_Workhouse
bn:02540256n	Association_Residence_Nursing_Home
bn:03242890n	Almshouse
bn:03190820n	laboratory_glassware
bn:00064989n	pseudoscience
bn:01766755n	Protoscience
bn:03228754n	occult
bn:00014578n	Cagliostro
bn:02395320n	Turba_Philosophorum
bn:03572968n	Basil_Valentine
bn:15698984n	Marie_Meurdrac
bn:00006651n	astrology
bn:00991809n	'Pataphysics
bn:17179981n	ancient_astronaut_hypothesis
bn:26691404n	homotoxicology
bn:23984790n	Fassina
bn:02266885n	Spiritual_practice
bn:03182531n	Neidan
bn:00067458n	retirement
bn:00054159n	medium_of_exchange
bn:00031891n	Eurocurrency
bn:00035593n	paper_money
bn:00042933n	hard_currency
bn:00055646n	money
bn:00050571n	tender
bn:00057208n	negotiable_instrument
bn:00077174n	ticket
bn:01498571n	International_monetary_systems
bn:03256890n	Representative_money
bn:01265145n	exchange_(organized_market)
bn:00005790n	armory
bn:00009746n	bell_foundry
bn:00047506n	iron_foundry
bn:00683784n	bloomery
bn:03616606n	Type_casting_(typography)
bn:05551755n	sculpture_foundry
bn:00048654n	jurisprudence
bn:00061981n	philosophical_doctrine
bn:00067008n	relativism
bn:17006140n	abstract_noun
bn:00253525n	Hypercompetition
bn:00605974n	Economic_bubble
bn:00941548n	Interbank_foreign_exchange_market
bn:00519791n	exonym
bn:02280805n	Installed_base
bn:14836507n	autonym
bn:05171193n	publishing_schedule
bn:05265902n	press_center
bn:00167320n	Contestable_market
bn:00591307n	Complementary_monopoly
bn:03122564n	Coercive_monopoly
bn:03838209n	Alcohol_monopoly
bn:02574023n	Puerto_Rico_Electric_Power_Authority
bn:03719402n	Averch–Johnson_effect
bn:03513560n	Informal_economy
bn:00077860n	trade
bn:03672158n	duopoly
bn:00041233n	graduate_school
bn:00032685n	staff
bn:00299356n	Professional_school
bn:05835460n	specialized_higher_education_institution
bn:00014172n	business_school
bn:00026281n	dental_school
bn:00050278n	law_school
bn:14290742n	medical_university
bn:00000554n	academic_degree
bn:27270366n	undergraduate_education
bn:00434460n	Uttar_Pradesh_University_of_Medical_Sciences
bn:00975830n	Sydney_Pharmacy_School
bn:01342854n	Purdue_University_College_of_Pharmacy
bn:03058434n	Monash_University,_Parkville_campus
bn:03641102n	University_of_Kentucky_College_of_Pharmacy
bn:03707791n	Ernest_Mario_School_of_Pharmacy
bn:00129287n	MediCiti_Institute_of_Medical_Sciences
bn:00162813n	Government_Medical_College,_Thiruvananthapuram
bn:00241493n	Tamil_Nadu_Dr._M.G.R._Medical_University
bn:00264826n	Gandhi_Medical_College
bn:00297942n	Egmore_Eye_Hospital
bn:00299751n	Katuri_Medical_College
bn:16639844n	Pépinière
bn:00440643n	University_of_Veterinary_Medicine_Vienna
bn:00501593n	Virginia–Maryland_College_of_Veterinary_Medicine
bn:00871097n	University_of_Florida_College_of_Veterinary_Medicine
bn:00975832n	University_of_Sydney_Faculty_of_Veterinary_Science
bn:01593235n	University_of_Pennsylvania_School_of_Veterinary_Medicine
bn:01620111n	Iowa_State_University_College_of_Veterinary_Medicine
bn:18019265n	parochial_school
bn:03149954n	Trinity_Schools
bn:05274101n	Orthodox_Theological_Academy
bn:00175030n	Intermountain_Christian_School
bn:00434764n	Living_Waters_Lutheran_College
bn:00016779n	Catholic_school
bn:00068692n	Sunday_school
bn:00070440n	seminary
bn:00081908n	yeshiva
bn:00622376n	Bahá'í_school
bn:03144409n	Bible_college
bn:00311621n	Pontifical_University_of_John_Paul_II
bn:00356758n	Pontifical_Catholic_University_of_Rio_Grande_do_Sul
bn:00358050n	Pontifical_Catholic_University_of_Valparaíso
bn:00736293n	Comillas_Pontifical_University
bn:01206158n	Pontifical_University_of_Salamanca
bn:01218672n	Institut_Catholique_de_Paris
bn:00536395n	Universidad_Católica_de_Santo_Tomás_de_Villanueva
bn:16234111n	TIAS_School_for_Business_and_Society
bn:00033648n	fantasy
bn:00034242n	fiction
bn:00069672n	science_fiction
bn:00029335n	dystopia
bn:00074472n	story
bn:00079409n	utopia
bn:00051531n	literary_composition
bn:00001065n	acrostic
bn:00009775n	belles-lettres
bn:00026836n	dialogue
bn:00034244n	fictionalization
bn:00042512n	hagiology
bn:00052251n	lucubration
bn:00779052n	speculative_fiction
bn:00024710n	cyberpunk
bn:00154898n	Canadian_science_fiction
bn:00250345n	Feminist_science_fiction
bn:00591051n	hard_science_fiction
bn:00794733n	Australian_science_fiction
bn:00486876n	Czech_science_fiction_and_fantasy
bn:01669238n	fantasy
bn:03129291n	Secret_history
bn:03443774n	fantastique
bn:04715763n	speculative_fiction_film
bn:08869119n	speculative_fiction_short_story
bn:00214931n	Fahrenheit_451
bn:01003303n	New_Atlantis
bn:01140942n	Kallocain
bn:01172873n	Ecotopia
bn:01658249n	we_(novel)
bn:02394474n	Herland_(novel)
bn:00001573n	adventure_story
bn:00002822n	fable
bn:00032591n	legend
bn:00052138n	love_story
bn:00056659n	mystery
bn:00056669n	myth
bn:00004642n	anticlimax
bn:00019787n	climax
bn:00062310n	writing
bn:00007558n	Ayurveda
bn:00001266n	adaptation
bn:00007345n	autograph
bn:00012479n	bowdlerization
bn:00023869n	criticism
bn:15205441n	poem
bn:16816967n	versification
bn:22293221n	poetic_form
bn:00063195n	poetry
bn:00000270n	abecedarius
bn:00001064n	word_square
bn:03103186n	Mesostic
bn:03792933n	Alphabet_of_Sirach
bn:05055056n	Hamavdil
bn:01378306n	genre_fiction
bn:02125551n	Spy_fiction
bn:03038811n	School_story
bn:03502092n	Western_fiction
bn:00370149n	Film_genre
bn:01885797n	Video_game_genre
bn:02553929n	Outline_of_science_fiction
bn:01184685n	Japanese_cyberpunk
bn:03852509n	biopunk
bn:14982873n	Dieselpunk
bn:03780290n	Neocron
bn:01037695n	Science_fiction_film
bn:01309169n	Romanian_science_fiction
bn:22362703n	Feminist_literature
bn:00445030n	Greg_Egan
bn:00193711n	Australian_literature
bn:02111785n	Sean_McMullen
bn:03238955n	Czech_literature
bn:00308460n	Fantasy_film
bn:00433603n	Dark_fantasy
bn:00641195n	High_fantasy
bn:02036696n	medieval_fantasy
bn:02362474n	Science_fantasy
bn:03190787n	Fantasy_comics
bn:01351707n	list_of_vampire_films
bn:23558740n	Zombie_film
bn:03877336n	Fantasy_literature
bn:03239083n	anecdote
bn:03582556n	Philosophical_fiction
bn:08289651n	crime_fiction_short_story
bn:15058006n	Chuanqi_(short_story)
bn:27268882n	Utopian_and_dystopian_fiction
bn:00003638n	amphigory
bn:00012113n	book_review
bn:00013782n	bull
bn:00020904n	comedy
bn:00028606n	drama
bn:03164902n	The_Iron_Heel
bn:00068819n	saga
bn:00077064n	thriller
bn:00060528n	parable
bn:00125822n	Traditional_story
bn:00062396n	Pilgrim's_Progress
bn:00001712n	Aesop's_fables
bn:00368457n	The_Belly_and_the_Members
bn:00403550n	Chelone
bn:00487580n	Liezi
bn:00569294n	The_Fox_and_the_Grapes
bn:00006117n	Arthurian_legend
bn:15348285n	Mary_legend
bn:15852233n	creepypasta
bn:00062316n	Pied_Piper
bn:00207377n	Mesca_Ulad
bn:00394074n	Serglige_Con_Culainn
bn:27268754n	Detective_fiction
bn:00026637n	detective_story
bn:00056346n	murder_mystery
bn:03338279n	Mystery_film
bn:08137599n	nichijō_no_nazo
bn:17152769n	Historical_mystery
bn:00041169n	Gotterdammerung
bn:00075182n	sun_god
bn:01726939n	Raven_Tales
bn:02177353n	Tungusic_creation_myth
bn:02690037n	Black_Sun_(mythology)
bn:02890232n	Nine_maidens_(mythology)
bn:00019919n	conclusion
bn:00020348n	finale
bn:00031194n	epilogue
bn:00031195n	epilogue
bn:00061679n	peroration
bn:00046942n	moment
bn:03209331n	Literary_element
bn:15591207n	Point_(geometry)
bn:00030341n	eleventh_hour
bn:00055601n	moment_of_truth
bn:00055602n	moment_of_truth
bn:00062532n	pinpoint
bn:00065024n	psychological_moment
bn:00077269n	time
bn:00022861n	correspondence
bn:00064194n	prescription
bn:00064195n	prescription
bn:00064435n	print
bn:00066374n	reading
bn:00003135n	alternative_medicine
bn:03947004n	Cure
bn:14166087n	healing_knowledge
bn:03678511n	Rasa_shastra
bn:00055479n	modernization
bn:00079824n	versification
bn:00044453n	manuscript
bn:00017095n	censoring
bn:21866650n	criticism
bn:03151114n	Common_practice_period
bn:00003795n	analysis
bn:00023864n	review
bn:00032333n	explication_de_texte
bn:00057468n	new_criticism
bn:00076739n	textual_criticism
bn:03460867n	critical_apparatus
bn:00019733n	clerihew
bn:00022792n	dirge
bn:00030698n	encomium
bn:00042518n	haiku
bn:00051242n	limerick
bn:00031135n	heroic_poetry
bn:00031267n	epos
bn:00013624n	eclogue
bn:00028080n	doggerel
bn:00031252n	epithalamium
bn:03021983n	Accentual-syllabic_verse
bn:15217006n	French_versification
bn:00873400n	Basit
bn:00944431n	Tripadi
bn:03400307n	stichomythia
bn:03563700n	Formes_fixes
bn:00030298n	elegy
bn:00058607n	octave
bn:00031622n	essay
bn:00055716n	monograph
bn:00035912n	form
bn:00064803n	prose
bn:02129116n	steampunk
bn:26690482n	satire
bn:01982821n	Microphotography_(literature)
bn:00063193n	poem
bn:05409381n	abecedarium
bn:02603380n	A_solis_ortus_cardine
bn:00002500n	Alcaic
bn:00008154n	ballad
bn:00008156n	ballade
bn:00011118n	blank_verse
bn:00031134n	epic_poem
bn:00056667n	puzzle
bn:00024021n	crossword_puzzle
bn:00065381n	puzzle
bn:03886579n	Sator_Square
bn:00075058n	sudoku
bn:00618447n	chess_problem
bn:00079822n	verse
bn:00858744n	Piyyut
bn:13912031n	belles-lettres
bn:00857030n	docufiction
bn:00145892n	Rhymed_prose
bn:02231724n	Biblical_genre
bn:02260047n	Classical_Chinese_poetry_genres
bn:04835928n	thriller_novel
bn:02210319n	Spy-Fi_(subgenre)
bn:03160096n	Spy_film
bn:04832898n	spy_comics
bn:00857473n	The_Spy_Who_Came_In_from_the_Cold
bn:02067372n	The_Russia_House
bn:00044835n	Western
bn:08274232n	western_novel
bn:01090855n	The_Ox-Bow_Incident_(novel)
bn:03082901n	The_Way_West
bn:03190851n	Shane_(novel)
bn:00073076n	spaghetti_Western
bn:00287455n	Acid_Western
bn:00292766n	Revisionist_Western
bn:00672392n	Ostern
bn:00011886n	Bollywood
bn:00258729n	Animal_style
bn:00577794n	Imigongo
bn:00019625n	mud
bn:00061016n	solitaire
bn:00071201n	shoot-'em-up
bn:00123957n	list_of_olympic_video_games
bn:00171770n	Educational_video_game
bn:00053217n	manifesto
bn:00141267n	Burban
bn:02000677n	journalism_genre
bn:02869002n	Let's_Play
bn:03360337n	comedic_genre
bn:00720614n	Cyberpunk_derivatives
bn:15493860n	fantasy_subgenre
bn:00246962n	Black_science_fiction
